Geo_nios_1ch_0001		प्रस्तावित पाठ का उद्देश्य विषय के स्वरूप की व्याख्या करना है ।		praswAviwa pATa kA uxxeSya viRaya ke svarUpa kI vyAKyA karanA hE .		The purpose of the proposed text is to explain the nature of the subject.
Geo_nios_1ch_0072		वर्तमान भूगोलवेत्ता प्रादेशिक उपागम और क्रमबद्ध उपागम को विरोधाभासी की जगह पूरक उपागम के रूप में देखते हैं ।		varwamAna BUgolavewwA prAxeSika upAgama Ora kramabaxXa upAgama ko viroXABAsI kI jagaha pUraka upAgama ke rUpa meM xeKawe hEM .		Current geographers see the regional approach and orderly approach as a supplemental approach instead of the contradictory.
Geo_nios_1ch_0073		भूगोल ने आज विज्ञान का दर्जा प्राप्त कर लिया है, जो पृथ्वी तल पर उपस्थित विविध प्राकृतिक और सांस्कृतिक रूपों की व्याख्या करता है ।		BUgola ne Aja vijFAna kA xarjA prApwa kara liyA hE, jo pqWvI wala para upasWiwa viviXa prAkqwika Ora sAMskqwika rUpoM kI vyAKyA karawA hE .		Geography has achieved science status today, which explains various natural and cultural forms present on the earth floor.
Geo_nios_1ch_0074		भूगोल एक समग्र और अन्तर्सम्बन्धित क्षेत्रीय अध्ययन है जो स्थानिक संरचना में भूत से भविष्य में होने वाले परिवर्तन का अध्ययन करता है ।		BUgola eka samagra Ora anwarsambanXiwa kRewrIya aXyayana hE jo sWAnika saMracanA meM BUwa se BaviRya meM hone vAle parivarwana kA aXyayana karawA hE .		Geography is an overall and interrelation regional study that studies the future changes from ghosts in spatial structure.
Geo_nios_1ch_0075a		इस तरह भूगोल का क्षेत्र विविध विषयों जैसे सैन्य सेवाओं, पर्यावरण प्रबंधन, जल संसाधन, आपदा प्रबंधन, मौसम विज्ञान, नियोजन और विविध सामाजिक विज्ञानों में है ।		isa waraha BUgola kA kRewra viviXa viRayoM jEse sEnya sevAoM, paryAvaraNa prabaMXana, jala saMsAXana, ApaxA prabaMXana, mOsama vijFAna, niyojana Ora viviXa sAmAjika vijFAnoM meM hE .		In this way the area of ​​geography is in various subjects such as military services, environmental management, water resources, disaster management, meteorology, planning and diverse social sciences.
Geo_nios_1ch_0075b		इसके अलावा भूगोलवेत्ता दैनिक जीवन से सम्बंधित  घटनाओं  जैसे पर्यटन, स्थान परिवर्तन, आवासों तथा स्वास्थ्य संबंधी क्रियाकलापों में सहायक हो सकता है |		isake alAvA BUgolavewwA xEnika jIvana se sambaMXiwa  GatanAoM  jEse paryatana, sWAna parivarwana, AvAsoM waWA svAsWya saMbaMXI kriyAkalApoM meM sahAyaka ho sakawA hE |		Apart from this, geographer can be helpful in events related to daily life like tourism, location, houses and health activities.
Geo_nios_1ch_0076		आज, भूगोल ही एकमात्र ऐसा विषय है जो धरातल के स्थानिक विन्यास की गत्यात्मकता को समझने के लिए सभी प्राकृतिक व मानवीय विज्ञानों को एक मंच पर लाता है ।		Aja, BUgola hI ekamAwra EsA viRaya hE jo XarAwala ke sWAnika vinyAsa kI gawyAwmakawA ko samaJane ke lie saBI prAkqwika va mAnavIya vijFAnoM ko eka maMca para lAwA hE .		Today, geography is the only subject that brings all natural and human sciences on a platform to understand the dynamicity of the surface's spatial configuration.
Geo_nios_1ch_0077		भूगोल में अध्ययन की दो मुख्य विधियाँ है ।		BUgola meM aXyayana kI xo muKya viXiyAz hE .		There are two main methods of study in geography.
Geo_nios_1ch_0078		धरातल पर स्थित विशिष्ट प्राकृतिक व मानवीय तत्वों जो कि कुछ स्थानिक प्रतिरूप या संरचना बनाते हैं, का अध्ययन क्रमबद्ध अध्ययन कहलाता है ।		XarAwala para sWiwa viSiRta prAkqwika va mAnavIya wawvoM jo ki kuCa sWAnika prawirUpa yA saMracanA banAwe hEM, kA aXyayana kramabaxXa aXyayana kahalAwA hE .		The study of specific natural and human elements located on the surface that creates some spatial model or structure is called a systematic study.
Geo_nios_1ch_0079		यह पृथ्वी के विभिन्न तंत्रों जैसे वायुमंडल ,जलमंडल स्थलमंडल और जैवमंडल का अध्ययन करता है, जो पृथ्वी पर जीवित जीवों के लिए आवश्यक है ।		yaha pqWvI ke viBinna waMwroM jEse vAyumaMdala ,jalamaMdala sWalamaMdala Ora jEvamaMdala kA aXyayana karawA hE, jo pqWvI para jIviwa jIvoM ke lie AvaSyaka hE .		It studies various mechanisms of the Earth such as atmosphere, Jalmandal Sthalmosphere and Bio -Mandal, which is essential for living organisms on Earth.
Geo_nios_1ch_0080		यह विभिन्न प्रकार के वनों, घासों, वनस्पतियों और वन्य जीवों के वितरण, मानव प्रकृति संबंध और जैविक पर्यावरण की गुणवत्ता और इसके मानवीय कल्याण के निहितार्थ का अध्ययन करता है।		yaha viBinna prakAra ke vanoM, GAsoM, vanaspawiyoM Ora vanya jIvoM ke viwaraNa, mAnava prakqwi saMbaMXa Ora jEvika paryAvaraNa kI guNavawwA Ora isake mAnavIya kalyANa ke nihiwArWa kA aXyayana karawA hE.		It studies the distribution of various types of forests, grasses, flora and wildlife, human nature relationship and the quality of biological environment and the implications of its human welfare.
Geo_nios_1ch_0081		किसी स्थान की संस्कृति, जनसंख्या, वहाँ के सामाजिक, आर्थिक व राजनीतिक पक्षों की गतिशीलता का वर्णन करता है ।		kisI sWAna kI saMskqwi, janasaMKyA, vahAz ke sAmAjika, ArWika va rAjanIwika pakRoM kI gawiSIlawA kA varNana karawA hE .		The culture of a place, population, describes the dynamics of the social, economic and political aspects there.
Geo_nios_1ch_0082		यह क्षेत्र अध्ययन की  विधियों व तकनीकों, गुणात्मक, मात्रात्मक, मानचित्र कला विश्लेषण, भौगोलिक सूचना तंत्र और भूमंडलीय सूचना तंत्र और सुदूर संवेदन का अध्ययन करता है ।		yaha kRewra aXyayana kI  viXiyoM va wakanIkoM, guNAwmaka, mAwrAwmaka, mAnaciwra kalA viSleRaNa, BOgolika sUcanA waMwra Ora BUmaMdalIya sUcanA waMwra Ora suxUra saMvexana kA aXyayana karawA hE .		The field studies the methods and techniques of study and techniques, qualitative, quantitative, map art analysis, geographical information system and global information system and remote sensing.
Geo_nios_1ch_0083		भूगोल का विकास चार कालों में हुआ है प्राचीन काल, पूर्व-आधुनिक काल, आधुनिक काल तथा नवीन काल ।		BUgola kA vikAsa cAra kAloM meM huA hE prAcIna kAla, pUrva-AXunika kAla, AXunika kAla waWA navIna kAla .		Geography has developed in four periods, ancient times, pre-modern times, modern times and new times.
Geo_nios_1ch_0084		नवीन काल में भूगोल के क्षेत्र में हार्टशोर्न का प्रमुख योगदान है ।		navIna kAla meM BUgola ke kRewra meM hArtaSorna kA pramuKa yogaxAna hE .		Hartshorn has a major contributor to the field of geography in the new period.
Geo_nios_1ch_0085		भूगोल एक समग्र और अन्तर्सम्बन्धित क्षेत्र का अध्ययन है जो कि विभिन्न स्तरों पर स्थानिक संरचनाओं में होने वाले परिवर्तनों के अध्ययन से जुडा हुआ है ।		BUgola eka samagra Ora anwarsambanXiwa kRewra kA aXyayana hE jo ki viBinna swaroM para sWAnika saMracanAoM meM hone vAle parivarwanoM ke aXyayana se judA huA hE .		Geography is a study of an overall and inter -constituted area that is associated with the study of changes in spatial structures at various levels.
Geo_nios_1ch_0086		क्रमबद्ध भूगोल के समान, प्रादेशिक भूगोल स्थानिक छापों तथा सभी क्रमबद् भौगोलिक प्रक्रियाओं का प्रदेश के विभिन्न आकारों के रूप में अध्ययन की शुरुआत है ।		kramabaxXa BUgola ke samAna, prAxeSika BUgola sWAnika CApoM waWA saBI kramabax BOgolika prakriyAoM kA praxeSa ke viBinna AkAroM ke rUpa meM aXyayana kI SuruAwa hE .		Similar to sorted geography, regional geography is the beginning of spatial impression and all orderly geographical processes in the form of different sizes of the state.
Geo_nios_1ch_0087		प्रदेश किसी एक कारक जैसे, उच्चावच, वर्षा, वनस्पति, प्रति व्यक्ति आय पर आधारित हो सकते हैं ।		praxeSa kisI eka kAraka jEse, uccAvaca, varRA, vanaspawi, prawi vyakwi Aya para AXAriwa ho sakawe hEM .		The state can be based on any one factor, ravagance, rain, vegetation, per capita income.
Geo_nios_1ch_0088		वे दो या अधिक कार्यों के सहयोग से निर्मित बहु-प्रकार्यात्मक प्रदेश भी हो सकते हैं ।		ve xo yA aXika kAryoM ke sahayoga se nirmiwa bahu-prakAryAwmaka praxeSa BI ho sakawe hEM .		They can also be multi-functional territories manufactured in collaboration with two or more functions.
Geo_nios_1ch_0089		प्रशासनिक इकाई जैसे राज्य, जिला, तहसील को भी प्रदेश के रूप में सम्मिलित किया जा सकता है ।		praSAsanika ikAI jEse rAjya, jilA, wahasIla ko BI praxeSa ke rUpa meM sammiliwa kiyA jA sakawA hE .		Administrative unit such as states, districts, tehsils can also be included in the form of state.
Geo_nios_1ch_0090		प्रादेशिक भूगोल की मुख्य उपशाखायें है ।		prAxeSika BUgola kI muKya upaSAKAyeM hE .		Regional geography is the main subscribers.
Geo_nios_1ch_0091		भूगोल में दो प्रमुख उपागम जैसे क्रमबद्ध और प्रादेशिक है ।		BUgola meM xo pramuKa upAgama jEse kramabaxXa Ora prAxeSika hE .		There are two major approach -like and regional in geography.
Geo_nios_1ch_0092		क्रमबद्ध भूगोल चार भागों में विभाजित है ।		kramabaxXa BUgola cAra BAgoM meM viBAjiwa hE .		The serial geography is divided into four parts.
Geo_nios_1ch_0093		प्रादेशिक भूगोल के भी चार उपविभाग है ।		prAxeSika BUgola ke BI cAra upaviBAga hE .		There are also four subdivisions of regional geography.
Geo_nios_1ch_0094		भौगोलिक चिंतन और अवधारणाएँ हमारे दिन-प्रतिदिन के निर्णयों को विविध प्रकार से प्रभावित करते है ।		BOgolika ciMwana Ora avaXAraNAez hamAre xina-prawixina ke nirNayoM ko viviXa prakAra se praBAviwa karawe hE .		Geographical thinking and concepts affect our day-to-day decisions.
Geo_nios_1ch_0095		उदाहरण के लिए नगरीय मास्टर प्लान बनाते समय या ग्रामीण विकास पर विचार करते समय भौतिक स्थलाकृतियों, जलवायु, संसाधनों की उपलब्धता तथा लोगों की आवश्यकताओं के बारे में जानना बहुत जरूरी है ।		uxAharaNa ke lie nagarIya mAstara plAna banAwe samaya yA grAmINa vikAsa para vicAra karawe samaya BOwika sWalAkqwiyoM, jalavAyu, saMsAXanoM kI upalabXawA waWA logoM kI AvaSyakawAoM ke bAre meM jAnanA bahuwa jarUrI hE .		For example, it is very important to know about physical tastes, climate, availability of resources and needs of the people while making urban master plans or considering rural development.
Geo_nios_1ch_0096		नगरीय क्षेत्रों से उद्योगों को हटाने का निर्णय लेने पर औद्योगिक भूमि उपयोग के विस्तार के लिए कृषि क्षेत्रों की जरूरत होती है ।		nagarIya kRewroM se uxyogoM ko hatAne kA nirNaya lene para Oxyogika BUmi upayoga ke viswAra ke lie kqRi kRewroM kI jarUrawa howI hE .		Agricultural areas are required to expand industrial land use when deciding to remove industries from urban areas.
Geo_nios_1ch_0097a		इससे किसान विस्थापित हो जाएँगे ।		isase kisAna visWApiwa ho jAezge .		This will displace farmers.
Geo_nios_1ch_0097b		तथा उनकी आय के स्रोत नष्ट हो जाएँगे ।		waWA unakI Aya ke srowa naRta ho jAezge .		And their sources of income will be destroyed.
Geo_nios_1ch_0098		इसी प्रकार रेलमार्गों या महामार्गों के निर्माण से दोनों ओर मकान बन जाते है ।		isI prakAra relamArgoM yA mahAmArgoM ke nirmANa se xonoM ora makAna bana jAwe hE .		Similarly, houses are built on both sides by the construction of railways or epidemics.
Geo_nios_1ch_0099		ऐसे गलियारों पर कई आर्थिक क्रियाकलाप केन्द्रित हो जाते हैं ।		Ese galiyAroM para kaI ArWika kriyAkalApa kenxriwa ho jAwe hEM .		Many economic activities are centered on such corridors.
Geo_nios_1ch_0100		बाढ या भूकम्प के बाद सभी व्यक्तियों को राहत सामग्री की जरूरत होती है।		bADa yA BUkampa ke bAxa saBI vyakwiyoM ko rAhawa sAmagrI kI jarUrawa howI hE.		All individuals need relief material after flood or earthquake.
Geo_nios_1ch_0101		लोगों की जरूरत के अनुसार राहत सामग्री के उचित वितरण के लिए उस क्षेत्र के भूगोल का ज्ञान होना आवश्यक है ।		logoM kI jarUrawa ke anusAra rAhawa sAmagrI ke uciwa viwaraNa ke lie usa kRewra ke BUgola kA jFAna honA AvaSyaka hE .		It is necessary to have knowledge of the geography of that area for proper distribution of relief materials as per the needs of the people.
Geo_nios_1ch_0102		भूगोल का भी अपना एक यंत्र, तकनीक व विधियां है ।		BUgola kA BI apanA eka yaMwra, wakanIka va viXiyAM hE .		Geography also has its own device, technology and methods.
Geo_nios_1ch_0103		मानचित्र विज्ञान का संबंध मानचित्र और आरेख तैयार करने से है, जो भौगोलिक परिघटनाओं के वितरण को दर्शाते हैं ।		mAnaciwra vijFAna kA saMbaMXa mAnaciwra Ora AreKa wEyAra karane se hE, jo BOgolika pariGatanAoM ke viwaraNa ko xarSAwe hEM .		Map science is related to the preparation of maps and diagrams, which reflect the distribution of geographical phenomena.
Geo_nios_1ch_0104		भूगोल की मुख्य विधियाँ आगमन व निगमनिक है ।		BUgola kI muKya viXiyAz Agamana va nigamanika hE .		The main methods of geography are arrival and corporationnnic.
Geo_nios_1ch_0105		विभिन्न सांख्यिकीय तकनीक और प्रतिमानों  का प्रयोग प्रादेशिक अन्वेषण और स्थानिक वितरणों और अन्तः क्रियाओं के लिए किया जाता है ।		viBinna sAMKyikIya wakanIka Ora prawimAnoM  kA prayoga prAxeSika anveRaNa Ora sWAnika viwaraNoM Ora anwaH kriyAoM ke lie kiyA jAwA hE .		Various statistical techniques and paradigms are used for regional exploration and spatial distribution and inner activities.
Geo_nios_1ch_0106		हम में से अधिकतर मानचित्रों द्वारा आकर्षित होते है ।		hama meM se aXikawara mAnaciwroM xvArA AkarRiwa howe hE .		Most of us are attracted by maps.
Geo_nios_1ch_0107		’’मानचित्र’’ विज्ञान मानचित्र व आरेख निर्माण करने का प्रयोगात्मक अध्ययन है ।		’’mAnaciwra’’ vijFAna mAnaciwra va AreKa nirmANa karane kA prayogAwmaka aXyayana hE .		"Map" is an experimental study of making science maps and diagrams.
Geo_nios_1ch_0108		यह मानचित्रों और प्रतीक अक्षरों की सहायता से पृथ्वी को प्रस्तुत करता है ।		yaha mAnaciwroM Ora prawIka akRaroM kI sahAyawA se pqWvI ko praswuwa karawA hE .		It presents the earth with the help of maps and symbol letters.
Geo_nios_1ch_0109a		पारंपरिक रूप से मानचित्रों का निर्माण कलम, स्याही और कागज की सहायता से होता रहा है,		pAraMparika rUpa se mAnaciwroM kA nirmANa kalama, syAhI Ora kAgaja kI sahAyawA se howA rahA hE,		Traditionally maps have been constructed with the help of pen, ink and paper,
Geo_nios_1ch_0109b		परन्तु कम्प्यूटर ने मानचित्र विज्ञान में क्रांति ला दी है ।		paranwu kampyUtara ne mAnaciwra vijFAna meM krAMwi lA xI hE .		But the computer has revolutionized map science.
Geo_nios_1ch_0110		जी. आई. एस. विधि के द्वारा कोई भी व्यक्ति मानचित्र व आरेख अपनी इच्छा अनुसार पूर्ण क्षमता से तैयार कर सकता है ।		jI. AI. esa. viXi ke xvArA koI BI vyakwi mAnaciwra va AreKa apanI icCA anusAra pUrNa kRamawA se wEyAra kara sakawA hE .		Yes.ISThrough the method, any person can prepare the map and diagram with full capacity as per his wish.
Geo_nios_1ch_0111a		स्थानिक आँकडे मापन और अन्य प्रकाशित स्रोतों द्वारा प्राप्त किये जाते हैं ।		sWAnika Azkade mApana Ora anya prakASiwa srowoM xvArA prApwa kiye jAwe hEM .		Local data are obtained by measurement and other published sources.
Geo_nios_1ch_0111b		और उसे विभिन्न उद्देश्यों के लिए प्रयोग हेतु डाटाबेस में भंडारित किया जा सकता है ।		Ora use viBinna uxxeSyoM ke lie prayoga hewu dAtAbesa meM BaMdAriwa kiyA jA sakawA hE .		And it can be stored in the database for use for various purposes.
Geo_nios_1ch_0112		स्याही और कागज द्वारा मानचित्र बनाने की परंपरा अब समाप्त होती जा रही है ।		syAhI Ora kAgaja xvArA mAnaciwra banAne kI paraMparA aba samApwa howI jA rahI hE .		The tradition of making maps by ink and paper is now ending.
Geo_nios_1ch_0113		आज अधिक व्यापारिक गुणवत्ता वाले मानचित्र कंप्यूटर सॉफ्टवेयर की सहायता से बनाये गये है ।		Aja aXika vyApArika guNavawwA vAle mAnaciwra kaMpyUtara saॉPtaveyara kI sahAyawA se banAye gaye hE .		Today more business quality maps are made with the help of computer software.
Geo_nios_1ch_0114		ये कम्प्यूटर सॉफ्टवेयर कम्प्यूटर आधारित आंकडा प्रबंधन भौगोलिक सूचना तंत्र और भूमंडलीय स्थिति तंत्र है ।		ye kampyUtara saॉPtaveyara kampyUtara AXAriwa AMkadA prabaMXana BOgolika sUcanA waMwra Ora BUmaMdalIya sWiwi waMwra hE .		These computer software is computer -based data management geographical information system and global status mechanism.
Geo_nios_1ch_0115		मानचित्र कला, आरेखण  तकनीक  के संग्रहण से निकलकर वास्तविक विज्ञान बन गई है ।		mAnaciwra kalA, AreKaNa  wakanIka  ke saMgrahaNa se nikalakara vAswavika vijFAna bana gaI hE .		Map art has become real science out of collection of drawing techniques.
Geo_nios_1ch_0116a		एक मानचित्रकार को यह अवश्य समझना चाहिए |		eka mAnaciwrakAra ko yaha avaSya samaJanA cAhie |		A mapist must understand this.
Geo_nios_1ch_0116b		कौन सा संकेत पृथ्वी के बारे में प्रभावशाली सूचना देता है।		kOna sA saMkewa pqWvI ke bAre meM praBAvaSAlI sUcanA xewA hE.		Which signal gives impressive information about the Earth.
Geo_nios_1ch_0116c		और उन्हें ऐसे मानचित्र तैयार करने चाहिए।		Ora unheM Ese mAnaciwra wEyAra karane cAhie.		And they should prepare such maps.
Geo_nios_1ch_0116d		इससे प्रत्येक व्यक्ति मानचित्रों के प्रयोग हेतु उत्साहित हो।		isase prawyeka vyakwi mAnaciwroM ke prayoga hewu uwsAhiwa ho.		This makes every person excited to use maps.
Geo_nios_1ch_0116e		और  वह जिसका प्रयोग स्थानों को ढूँढने तथा अपने दैनिक जीवन में करे ।		Ora  vaha jisakA prayoga sWAnoM ko DUzDane waWA apane xEnika jIvana meM kare .		And what he used to find places and in his daily life.
Geo_nios_1ch_0117a		मानचित्रकारों को भूगणित के साथ-साथ आधुनिक गणित में भी पारंगत होना चाहिए ।		mAnaciwrakAroM ko BUgaNiwa ke sAWa-sAWa AXunika gaNiwa meM BI pAraMgawa honA cAhie .		Mapsists should also be proficient in geology as well as modern mathematics.
Geo_nios_1ch_0117b		ताकि वे यह समझ सकें		wAki ve yaha samaJa sakeM		So that they can understand this
Geo_nios_1ch_0117c		पृथ्वी की आकृति,निरीक्षण के लिए चौरस सतह पर प्रक्षेपित मानचित्र के चिन्हों की विकृति को किस प्रकार प्रभावित करती है |		pqWvI kI Akqwi,nirIkRaNa ke lie cOrasa sawaha para prakRepiwa mAnaciwra ke cinhoM kI vikqwi ko kisa prakAra praBAviwa karawI hE |		The shape of the earth affects the deformity of the map signs projected on the surface for inspection.
Geo_nios_1ch_0118		भौगोलिक सूचना तंत्र पृथ्वी के विषय में सूचनाओं का भंडार है, जो कंप्यूटर द्वारा स्वचालित व उचित रीति से पुनः प्राप्त किया जा सकता है।		BOgolika sUcanA waMwra pqWvI ke viRaya meM sUcanAoM kA BaMdAra hE, jo kaMpyUtara xvArA svacAliwa va uciwa rIwi se punaH prApwa kiyA jA sakawA hE.		The geographical information system is a store of information about the Earth, which can be rebuilt by computer automatic and properly.
Geo_nios_1ch_0119		एक जी. आई. एस. विशेषज्ञ को भूगोल के अन्य उपविषयों के साथ-साथ कम्प्यूटर विज्ञान तथा आंकडा संचय तंत्र की समझ होनी चाहिए।		eka jI. AI. esa. viSeRajFa ko BUgola ke anya upaviRayoM ke sAWa-sAWa kampyUtara vijFAna waWA AMkadA saMcaya waMwra kI samaJa honI cAhie.		A G.ISExperts should have understanding of other subjunctions of geography as well as computer science and figure accumulation mechanisms.
Geo_nios_1ch_0120		पारंपरिक रूप में मानचित्रों का उपयोग पृथ्वी की खोज और संसाधनों के दोहन में होता रहा है ।		pAraMparika rUpa meM mAnaciwroM kA upayoga pqWvI kI Koja Ora saMsAXanoM ke xohana meM howA rahA hE .		Traditional maps have been used in the discovery of the Earth and exploitation of resources.
Geo_nios_1ch_0121a		जी. आई. एस. तकनीक  मानचित्र विज्ञान का विस्तार है जिसके द्वारा पारंपरिक मानचित्रण की क्षमता और विश्लेषणात्मक शक्ति काफी बढ गई है ।		jI. AI. esa. wakanIka  mAnaciwra vijFAna kA viswAra hE jisake xvArA pAraMparika mAnaciwraNa kI kRamawA Ora viSleRaNAwmaka Sakwi kAPI baDa gaI hE .		Yes.ISTechnology map is the expansion of science by which the ability and analytical power of traditional mapping has increased considerably.
Geo_nios_1ch_0122a		आजकल वैज्ञानिकों का समुदाय मानवीय क्रियाकलापों के फलस्वरूप पर्यावरण पर पडने वाले प्रभावों को जान गये है ।		Ajakala vEjFAnikoM kA samuxAya mAnavIya kriyAkalApoM ke PalasvarUpa paryAvaraNa para padane vAle praBAvoM ko jAna gaye hE .		Nowadays, the community of scientists has come to know the effects on the environment as a result of human activities.
Geo_nios_1ch_0122b		तथा जी. आई. एस. तकनीक भूमंडलीय परिवर्तनों की प्रक्रियाओं को समझने का अनिवार्य उपकरण बन गया है ।		waWA jI. AI. esa. wakanIka BUmaMdalIya parivarwanoM kI prakriyAoM ko samaJane kA anivArya upakaraNa bana gayA hE .		And G.ISThe technique has become an essential tool to understand the processes of global changes.
Geo_nios_1ch_0123		विविध प्रकार के मानचित्रों और उपग्रह सूचना तंत्रों को मिलाकर प्राकृतिक तंत्रों की जटिल अन्तः क्रियाओं की पुनर्रचना की जा सकती है।		viviXa prakAra ke mAnaciwroM Ora upagraha sUcanA waMwroM ko milAkara prAkqwika waMwroM kI jatila anwaH kriyAoM kI punarracanA kI jA sakawI hE.		Complex intercourse of natural mechanisms can be reconstructed by mixing a variety of maps and satellite information mechanisms.
Geo_nios_1ch_0124a		इस प्रकार की सजीव कल्पना से यह भविष्यवाणी की जा सकती है ।		isa prakAra kI sajIva kalpanA se yaha BaviRyavANI kI jA sakawI hE .		This type of live imagination can be predicted.
Geo_nios_1ch_0124b		बार-बार बाढ़ से ग्रस्त होने वाले क्षेत्र का क्या होगा ?		bAra-bAra bAढ़ se graswa hone vAle kRewra kA kyA hogA ?		What will happen to the area suffering from repeated floods?
Geo_nios_1ch_0124c		या किसी विशेष उद्योग के किसी क्षेत्र में स्थापित या विकसित होने से क्षेत्र में क्या परिवर्तन होंगे ।		yA kisI viSeRa uxyoga ke kisI kRewra meM sWApiwa yA vikasiwa hone se kRewra meM kyA parivarwana hoMge .		Or what changes will be made in the area by being established or developed in a particular industry.
Geo_nios_1ch_0125		ब्रिटिश ऑर्डिनेंस सर्वेक्षण के आधार पर स्थापित भारतीय सर्वेक्षण विभाग के बाद राष्ट्रीय एटलस एवं विषयक मानचित्र संगठन एन. ए. टी. एम. ओ. भारत में मानचित्र निर्माण की प्रमुख संस्था है ।		britiSa ऑrdineMsa sarvekRaNa ke AXAra para sWApiwa BArawIya sarvekRaNa viBAga ke bAxa rARtrIya etalasa evaM viRayaka mAnaciwra saMgaTana ena. e. tI. ema. o. BArawa meM mAnaciwra nirmANa kI pramuKa saMsWA hE .		After the Department of Survey of India established on the basis of the British Ordinance Survey, National Atlas and Map Organization N.K.A.T.M.O.Map is a major organization in India.
Geo_nios_1ch_0126		इसके दस लाख श्रृंखला के मानचित्र बहुत प्रसिद्ध है ।		isake xasa lAKa SrqMKalA ke mAnaciwra bahuwa prasixXa hE .		Its one million series maps are very famous.
Geo_nios_1ch_0127		1960 में पांडिचेरी  के फ्रांसीसी  संस्थान के मानचित्र इकाई ने भूगोल के विकास में उल्लेखनीय प्रभाव डाला ।		1960 meM pAMdicerI  ke PrAMsIsI  saMsWAna ke mAnaciwra ikAI ne BUgola ke vikAsa meM ulleKanIya praBAva dAlA .		In 1960, the map of the French Institute of Pondicherry had a remarkable impact in the development of geography.
Geo_nios_1ch_0128		इस संस्थान ने 1:1,00,000 के पैमाने पर वनस्पति और मृदा मानचित्र बनाये थे।		isa saMsWAna ne 1:1,00,000 ke pEmAne para vanaspawi Ora mqxA mAnaciwra banAye We.		The institute made vegetation and soil maps on a scale of 1: 1,00,000.
Geo_nios_1ch_0129		इस संस्था को संसाधनों के मानचित्र के लिए खूब प्रशंसा मिली।		isa saMsWA ko saMsAXanoM ke mAnaciwra ke lie KUba praSaMsA milI.		This institution received a lot of praise for the map of resources.
Geo_nios_1ch_0130		1995 में इस इकाई का दर्जा बढ़ाकर ज्योमेटिक्स प्रयोगशाला कर दिया गया, जिसमें कम्प्यूटर मानचित्र और भौगोलिक सूचना तंत्र पर विशेष बल दिया जाता है ।		1995 meM isa ikAI kA xarjA baढ़Akara jyometiksa prayogaSAlA kara xiyA gayA, jisameM kampyUtara mAnaciwra Ora BOgolika sUcanA waMwra para viSeRa bala xiyA jAwA hE .		In 1995, the status of this unit was increased to geometics laboratory, which gives special emphasis on computer map and geographical information system.
Geo_nios_1ch_0131		भूगोल की इन तकनीकों का संबंध मुख्यतः संख्यात्मक विधियों से है ।		BUgola kI ina wakanIkoM kA saMbaMXa muKyawaH saMKyAwmaka viXiyoM se hE .		These techniques of geography are mainly related to numerical methods.
Geo_nios_1ch_0132		स्थानिक विश्लेषण के अलावा भौगोलिक अध्ययनों में गुच्छ विश्लेषण और भेदमूलक विश्लेषण भी शामिल है ।		sWAnika viSleRaNa ke alAvA BOgolika aXyayanoM meM gucCa viSleRaNa Ora BexamUlaka viSleRaNa BI SAmila hE .		Apart from spatial analysis, geographical studies include bunch analysis and discriminatory analysis.
Geo_nios_1ch_0133		इन सांख्यिकीय तकनीकों को आप आगामी अध्यायों में पढेंगे ।		ina sAMKyikIya wakanIkoM ko Apa AgAmI aXyAyoM meM paDeMge .		You will read these statistical techniques in the upcoming chapters.
Geo_nios_1ch_0134a		इसके द्वारा आप क्षेत्र में होने वाले क्रियाकलापों और क्षेत्रों के बीच अन्तर्सम्बंधों को जान सकेंगे ।		isake xvArA Apa kRewra meM hone vAle kriyAkalApoM Ora kRewroM ke bIca anwarsambaMXoM ko jAna sakeMge .		Through this, you will be able to know the inter -affairs between the activities and regions in the region.
Geo_nios_1ch_0134b		तथा प्रति रूपों को पहचान सकेंगे ।		waWA prawi rUpoM ko pahacAna sakeMge .		And you will be able to recognize per forms.
Geo_nios_1ch_0135		प्रादेशिक विज्ञान आंदोलन का प्रारंभ 1950 में वाल्टर कार्ड के नेतृत्व में हुआ ।		prAxeSika vijFAna AMxolana kA prAraMBa 1950 meM vAltara kArda ke newqwva meM huA .		The regional science movement began in 1950 under the leadership of Walter Card.
Geo_nios_1ch_0136		उसने पारंपरिक भूगोल की गुणात्मक प्रवृत्तियों के विपरीत भौगोलिक प्रश्नों को अधिक मात्रात्मक और विश्लेषणात्मक आधार प्रदान किया ।		usane pAraMparika BUgola kI guNAwmaka pravqwwiyoM ke viparIwa BOgolika praSnoM ko aXika mAwrAwmaka Ora viSleRaNAwmaka AXAra praxAna kiyA .		He provided more quantitative and analytical basis to geographical questions unlike the qualitative trends of traditional geography.
